llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
50,Entry,0.4,0.1,Artificial Intelligence,international_hub,others,0,Computer Software,,,,,"Paris, Île-de-France, France",,,"AI Engineer at WorldGame, building production agentic systems.

President of 42Artificial Intelligence, 42's AI hub - Where France's AI innovators create, connect, and lead.

Contributor to AI safety frameworks through CeSIA (Centre pour la Sécurité de l'IA).

International background (Peru/Canada/France).","FastAPI, Next.js, PyTorch",President,1
85,Executive,0.75,0.8,Business Consulting and Services,regional_hub,leaders,2,Information Technology & Services,Business Consulting and Services,1001-5000,Partnership,"Allemand, Anglais, Espagnol, Français","Aix-en-Provence, Provence-Alpes-Côte d'Azur, France","Paris, FR",,,"IA responsable, IA générative, Product owner",Product & AI Consultant,0
40,Entry,0.3,0.1,Unknown,international_hub,others,0,Management Consulting,,,,"Anglais, Français","Greater Paris Metropolitan Region, France",,,"Pour RESOCOM, numéro 1 français de la lutte anti-fraude identitaire,  je contribue au développement des relations publiques et à la cartographie des processus d'affaires, en m'appuyant sur une expertise approfondie en sécurité financière et en intelligence économique.
Mon rôle consiste à établir des partenariats stratégiques et à renforcer les connexions commerciales, tout en assurant une communication efficace. Je réalise une veille légale et concurrentielle pour  proposer des initiatives de croissance de l’entreprise. 

Précédemment pour ALTEN, en tant que consultant, j’ai collaboré avec des équipes pour évaluer les risques financiers et optimiser les pratiques de conformité. 

Je suis motivé par des valeurs de rigueur et de collaboration, et je m’efforce de proposer des solutions innovantes pour répondre aux défis complexes du secteur.  

Mon objectif est d’apporter une valeur durable à chaque organisation avec laquelle je travaille.","Études de marché, Marketing, Développement d'affaires internationales",,1
45,Entry,0.35,0.1,Education,international_hub,others,0,Media Production,,,,"English, French, German","Paris, Île-de-France, France",,,"> Experienced French-qualified lawyer 
> Technical expertise and cross-disciplinary focus
> Politically astute with a keen sense of responsibility, organized and clear thinker
> Creative strategist and innovative
> Reactivity and availability
> Team leadership and management","Intellectual Property, Project Management, Public Policy",Lecturer,1
40,Mid,0.4,0.5,Healthcare - Pharmaceuticals,other,others,0,Retail,,,,"Anglais, Français","Greater Nantes Metropolitan Area, France",,,"Après avoir cédé la majorité du Groupe Rivadis, je m’engage dans un nouveau chapitre tourné vers l’accompagnement d’entrepreneurs, guidé par une conviction forte : contribuer à mieux vivre et bien vieillir.

🎯 Mes objectifs : Investir et accompagner des entreprises dans les industries de la santé, du bien-être et du sport, en tant qu’actionnaire, administrateur ou senior advisor. Soutenir la transformation et la croissance des sociétés en apportant mon expérience d’entrepreneur et de dirigeant. Fédérer des projets ambitieux autour d’une raison d’être claire et durable.

✨ Je reste ouvert à de nouvelles opportunités d’investissement et de gouvernance dans les univers du sport, de la santé et du bien-être.","Mentorat par les pairs, Business Strategy, Marketing",Administrateur,0
50,Mid,0.5,0.4,Technology - AI/Cybersecurity,international_hub,others,0,Computer Software,,,,"English, Espagnol","Greater Paris Metropolitan Region, France",,,"B2B intrapreneur marketer passionate about the B2B SaaS market and its ecosystem, I have experience supporting companies’ growth in changing contexts such as international development, product mix evolution and team growth. 
As a manager, I am business-focused and Sales/Product alignment is one of my top priorities. Growth and being Data-driven are part of my DNA thus I guide team members through realistic KPIs achievement. Having fun at work and going above and beyond on cross-functional projects through collaboration are my key drivers.
As a marketer, I love seeing and value marketing contribution to revenue (30 to 45%) thanks to 360 ° marketing mix and a test-and-learn mindset. I am a CRM & marketing automation addict. Storytelling is key for me to drive consistent messaging to the right audience.","Équipes internationales, Marketing Communications Planning, Publicité sur LinkedIn",Part-time CMO,1
75,Mid,0.7,0.65,Technology - IT Services,international_hub,leaders,1,Non-profit Organization Management,IT Services and IT Consulting,11-50,Privately Held,"Anglais, Arabe, Français","Suresnes, Île-de-France, France","Paris, FR",2022.0,,"Gestion de projet, Linux, Informatique décisionnelle",Co-Founder and Chairman,0
85,Senior,0.5,0.5,Education - Higher Education,other,leaders,2,Higher Education,Higher Education,1001-5000,Educational Institution,"Anglais, Espagnol, Français","Montpellier, Occitanie, France","Montpellier, FR",,,,"Chargé de projet ""Cartographie des compétences""",0
80,Mid,0.65,0.7,Business - Consulting,international_hub,experts,1,Financial Services,Business Consulting and Services,11-50,Partnership,,"Paris, Île-de-France, France","Paris, FR",2018.0,"With a result-oriented spirit, I enjoy improving business performance through the identification of key areas of improvement, project management, and the implementation of strategies that ensure industry longevity","Performance Analysis, Presentations, Key Performance Indicators",Strategy & Transformation Consultant,0
75,Entry,0.55,0.3,Law Practice,international_hub,others,0,Legal Services,Law Practice,2-10,Sole Proprietorship,,"Paris, Île-de-France, France","Paris, FR",,"Avocate passionnée, mon activité est tournée vers les professionnels de la création, de la tech et des médias.

J'interviens en droit des nouvelles technologies, des données personnelles, de la propriété intellectuelle et en droit commercial.

Je dispose également de la ""casquette"" de Déléguée à la Protection des Données Personnelles certifiée par l'IAPP, les data étant devenues un enjeu essentiel pour beaucoup de mes clients. 

Pour plus d'informations sur mes activités et mes actualités, rendez-vous ici : https://www.lawderis.com/ ou contactez-moi directement au 06 88 84 08 58 - aurore.sauviat@lawderis.com","FINDLY, Données personnelles, Technologies de l’information",Avocate Associée,0
90,Senior,0.7,0.7,Broadcast Media Production and Distribution,international_hub,leaders,2,Broadcast Media,Broadcast Media Production and Distribution,1001-5000,Public Company,"Anglais, Espagnol, Français","Boulogne-Billancourt, Île-de-France, France","Boulogne Billancourt, FR",,,"Recherche juridique, Microsoft Word, LexisNexis",Juriste - Pôle Partenariats Stratégiques- Distribution - Innovation,1
80,Mid,0.6,0.6,Software Development,international_hub,workers,1,Information Technology & Services,Software Development,51-200,Sole Proprietorship,"Anglais, Espagnol, Français","Paris, Île-de-France, France","Paris, FR",2017.0,"🎯 COO | Delivery | Customer Success | Transformation SaaS :
J'aide les entreprises tech en croissance à franchir un cap : structurer leurs opérations, fiabiliser leur delivery, faire décoller leur expérience client.

🚀 +100 projets SaaS pilotés / 8,8 de satisfaction client

👉 De la start-up à l’ETI, j’interviens là où la croissance menace la structure. Mon rôle : apporter clarté, méthode et efficacité, pour que les équipes retrouvent de la fluidité… et les clients, de la valeur.

✅ Expertise : structuration d’organisation, management transversal, delivery agile à l’échelle, pilotage KPI, Customer Success, Transformation digitale.

Secteurs : SaaS B2B, IA, Relation client, Fintech, Insurtech.","Service-Level Agreements (SLA), Budgeting, Operations",Chief Operating Officer,0
20,Entry,0.3,0.1,Unknown,other,others,0,Internet,,,,"Anglais, Espagnol, Français, Italien",France,,,"Business-driven and people-oriented leader with relevant experience in management, business development and scaling in the digital industry, able to lead and carry international teams and complex projects.
I am a firm believer that people are the company's number one asset for value creation and growth.

I play a key role in driving company’s profitable growth, internationalization, and scale. My responsibilities encompass strategic decision-making, budget allocation, and business strategy, with a strong focus on delivering results through operational excellence.

Former C-Suite Member for a fast-growing start-up:
- 10 to 800 people
- €15M to over €1B
- 5 countries","Complex Sales, Analytical Skills, E-Commerce","Independent Consultant, Professor, Mentor, and Non-Executive Director",0
